0.02988 1
0.031424 1
0.032968 1
0.034512 1
0.036056 1
0.0376 1
0.039144 2
0.040688 3
0.042232 4
0.043776 6
0.04532 6
0.046864 6
0.048408 7
0.049951999999999996 8
0.051496 11
0.053040000000000004 11
0.054584 12
0.056128 13
0.057672 18
0.059216000000000005 20
0.06076 22
0.062304 26
0.063848 32
0.065392 36
0.066936 41
0.06848 40
0.070024 41
0.071568 45
0.073112 45
0.074656 46
0.0762 54
0.07774400000000001 58
0.079288 62
0.080832 68
0.082376 72
0.08392 73
0.085464 73
0.087008 71
0.088552 63
0.090096 69
0.09164 73
0.093184 84
0.094728 79
0.09627200000000001 81
0.097816 81
0.09936 84
0.10090400000000001 87
0.10244800000000001 83
0.103992 85
0.105536 84
0.10708000000000001 84
0.108624 85
0.110168 85
0.111712 78
0.11325600000000001 76
0.1148 77
0.116344 73
0.117888 67
0.11943200000000001 66
0.120976 63
0.12252 58
0.12406400000000001 56
0.125608 54
0.127152 54
0.128696 54
0.13024 50
0.13178399999999998 45
0.133328 44
0.134872 44
0.136416 43
0.13796 40
0.139504 36
0.141048 28
0.142592 25
0.144136 24
0.14568 25
0.147224 21
0.148768 19
0.150312 19
0.151856 16
0.1534 14
0.154944 10
0.156488 10
0.15803199999999998 11
0.159576 14
0.16111999999999999 12
0.162664 10
0.164208 10
0.16575199999999998 8
0.167296 8
0.16884 2
0.17038399999999998 2
0.171928 2
0.173472 1
0.175016 1
0.17656 1
0.17810399999999998 0
0.179648 0
0.181192 1
0.18273599999999998 0
