 #Flowline Pressure Flowline Temperature BHP
  9.27104 92.3331 164.069
  9.26024 92.3332 164.064
  9.2632 92.3104 164.059
  9.29199 92.3469 164.052
  9.2837 92.3469 164.044
  9.3027 92.3527 164.036
  9.32078 92.3333 164.028
  9.28614 92.3191 164.019
  9.27881 92.3205 164.011
  9.26855 92.3191 164.009
  9.23925 92.2928 164.009
  9.23144 92.2948 164.009
  9.23731 92.3356 164.01
  9.23145 92.3458 164.01
  9.19239 92.3395 164.01
  9.22902 92.3062 164.021
  9.22738 92.3459 164.035
  9.25248 92.3352 164.05
  9.26048 92.3257 164.064
  9.26741 92.3102 164.079
  9.3022 92.3391 164.093
  9.34659 92.3102 164.118
  9.37996 92.3085 164.146
  9.40644 92.3301 164.175
  9.4194 92.2968 164.204
  9.39558 92.2929 164.233
  9.38241 92.2898 164.261
  9.3569 92.3022 164.257
  9.31498 92.3339 164.243
  9.27096 92.2973 164.229
  9.2553 92.299 164.214
  9.16379 92.3122 164.2
  9.16658 92.3513 164.186
  9.10661 92.3192 164.175
  9.08849 92.3362 164.164
  9.08331 92.3029 164.154
  9.11202 92.3258 164.143
  9.1071 92.3339 164.133
  9.11444 92.3347 164.122
  9.1482 92.3088 164.114
  9.18321 92.3089 164.106
  9.17272 92.3465 164.098
  9.21117 92.3094 164.091
  9.23312 92.3551 164.083
  9.19909 92.3063 164.075
  9.18248 92.3013 164.057
  9.16685 92.3349 164.035
  9.19811 92.3064 164.012
  9.19003 92.3386 163.99
  9.19513 92.3038 163.967
  9.19004 92.3522 163.945
  9.21364 92.3345 163.962
  9.21616 92.3096 163.99
  9.28392 92.3343 164.019
  9.30725 92.3461 164.047
  9.33509 92.3278 164.076
  9.35413 92.2974 164.104
  9.42319 92.2972 164.12
  9.43878 92.3206 164.13
  9.45749 92.3572 164.141
  9.45319 92.3066 164.152
  9.44789 92.3523 164.163
  9.37759 92.3027 164.173
  9.36461 92.3524 164.167
  9.36461 92.3305 164.151
  9.33466 92.3464 164.135
  9.33327 92.3278 164.12
  9.31775 92.3344 164.104
  9.30199 92.3371 164.088
  9.29175 92.3464 164.087
  9.27087 92.3536 164.091
  9.28642 92.3463 164.094
  9.3021 92.3095 164.098
  9.28646 92.3421 164.102
  9.25261 92.3503 164.106
  9.24739 92.3504 164.089
  9.23004 92.342 164.063
  9.19793 92.3337 164.037
  9.23959 92.3254 164.011
  9.25785 92.3171 163.984
  9.26476 92.3088 163.958
  9.26042 92.3005 163.937
  9.24739 92.2921 163.918
  9.23265 92.3569 163.899
  9.24133 92.334 163.88
  9.23435 92.3111 163.86
  9.23957 92.2883 163.841
  9.21875 92.3744 163.844
  9.22919 92.3953 163.857
  9.24868 92.4163 163.87
  9.25516 92.3678 163.883
  9.25515 92.4241 163.896
  9.26048 92.428 163.909
  9.2864 92.3683 163.937
  9.32547 92.3954 163.97
  9.3464 92.4225 164.003
  9.37766 92.3696 164.036
  9.36696 92.3894 164.069
  9.35693 92.4092 164.102
  9.30214 92.4289 164.115
  9.29723 92.3909 164.119
  9.25531 92.3591 164.122
  9.27892 92.371 164.126
