window_index,time,entropy_h0,entropy_h1,entropy_h2,p_inf_h0,p_inf_h1,p_inf_h2,mean_betti0,mean_betti1,mean_betti2,eta_harm,eta_grad,eta_curl,harm_curl_ratio,beta1_hodge,lambda1,spectral_gap
430,259500.0,7.489394803759112,5.279869111819721,2.4467803316578554,0.4191444218158722,0.49618086218833923,0.05210036039352417,70.15,3.05,0.15,0.08005509652707044,0.5760117964252779,0.34393310684452155,0.2327635663263653,6.0,0.054972414032594064,3.0874599147527975
431,260100.0,7.502582942022722,4.741644593328412,2.3668134367543257,0.4181171953678131,0.6249556243419647,0.055214762687683105,68.65,2.4,0.25,0.06717521509310395,0.6004723825840871,0.33235240411067335,0.20212044282529845,4.0,0.08484194150753568,1.1841589628877571
432,260700.0,7.518941946453959,4.935254050125071,3.2513754814444074,0.41920310258865356,0.515165239572525,0.08132374286651611,71.55,3.6,0.25,0.055807281981301554,0.6618973525018733,0.28229536545176065,0.19769110233813017,8.0,0.08081854813132122,1.32752092226643
433,261300.0,7.531313612199803,5.2165299653374335,0.9360441015200369,0.41920310258865356,0.4092157185077667,0.06285208463668823,71.3,3.75,0.1,0.09555727095786662,0.5518913792791348,0.35255134973675495,0.27104497267971556,7.0,0.1492347848070729,2.21241153667571
434,261900.0,7.505742117789106,5.1882179690516645,2.472859400899629,0.41920310258865356,0.3540729582309723,0.0565793514251709,69.4,3.65,0.05,0.08199573697579364,0.4225323551196326,0.4954719079215816,0.16549018352944772,10.0,0.0,0.0
435,262500.0,7.491215929829705,5.115514549888918,2.6806035924036835,0.43527042865753174,0.32298457622528076,0.06736540794372559,71.55,3.6,0.1,0.05559787375013273,0.31860228400901053,0.625799842250693,0.08884290150998728,9.0,0.23010470982511436,0.0
436,263100.0,7.483159074555671,5.186799679416458,3.0072173865046152,0.4292256534099579,0.32298457622528076,0.04988396167755127,71.1,3.45,0.2,0.16396321289563515,0.590845031160894,0.24519175593961431,0.6687142162126658,8.0,0.19140080391801884,1.0498131341835604
437,263700.0,7.506600479222977,5.50574762364443,3.0139801421081396,0.42850762605667114,0.30244168639183044,0.04718536138534546,72.85,3.6,0.1,0.026853012128677987,0.34806068322440153,0.6250863045494619,0.04295888732994981,5.0,0.10968146274003002,3.219269724445718
438,264300.0,7.51259555151283,5.349623452948519,2.9533714734860577,0.4335889220237732,0.31640443205833435,0.026648640632629395,72.45,3.65,0.05,0.02554991338761392,0.16155148529631141,0.8128986013304204,0.03143062781233298,4.0,0.23749339290760624,1.2533632526437337
439,264900.0,7.520722987659792,5.3318620730609725,2.9227152411407515,0.47714513540267944,0.34038254618644714,0.04428738355636597,72.95,4.2,0.15,0.044985292154232207,0.1285061631257916,0.8265085447371002,0.054428102940529084,9.0,0.22671772414375732,0.0
440,265500.0,7.522869944840231,5.033603968782742,2.258186079369432,0.47714513540267944,0.42884403467178345,0.03247290849685669,76.6,4.6,0.05,0.038707676179094964,0.25019644829558274,0.7110958754851132,0.054433835877101606,10.0,0.0,0.0
441,266100.0,7.527771025200687,5.210915877447322,2.9776176258329765,0.44909781217575073,0.3942084312438965,0.05950444936752319,79.95,5.35,0.2,0.5042471961939021,0.3819282214555672,0.11382458225473352,4.430037749323718,10.0,0.0,0.0
442,266700.0,7.530273097475098,5.451663855162906,2.032136603415789,0.479532927274704,0.37450218200683594,0.02826470136642456,80.55,5.15,0.1,0.7446144694045782,0.25538553060129243,1.0003923849756554e-31,1000.0,10.0,0.0,0.0
