window_index,time,entropy_h0,entropy_h1,entropy_h2,p_inf_h0,p_inf_h1,p_inf_h2,mean_betti0,mean_betti1,mean_betti2,eta_harm,eta_grad,eta_curl,harm_curl_ratio,beta1_hodge,lambda1,spectral_gap
358,216300.0,7.488449192621828,1.6049142766191633,0.4842607630145951,0.07803845405578613,0.21189944446086884,0.013189882040023804,9.7,0.0,0.0,4.193329729747541e-24,0.04492535190158772,0.9550746480944112,4.390577991060475e-24,0.0,194.99999999999997,1.0
359,216900.0,7.491659319626747,1.4546889381235224,0.0,0.07803845405578613,0.2299533486366272,0.0,9.7,0.0,0.0,7.373437129035689e-24,0.024018889828494247,0.9759811101661339,7.554897376828338e-24,0.0,194.99999999999997,1.0
360,217500.0,7.498149251340164,1.4485114226625118,0.0,0.07569015771150589,0.18333372473716736,0.0026880204677581787,9.7,0.0,0.0,9.654434524123068e-27,0.034405513946268666,0.9655944860539301,9.998435848124607e-27,0.0,194.99999999999997,1.0
361,218100.0,7.494397376790399,2.015545247873543,1.7930406034569994,0.06148170307278633,0.1957790106534958,0.006174147129058838,9.7,0.0,0.0,2.2707878381470383e-24,0.031768897336653626,0.9682311026603987,2.345295283228635e-24,0.0,194.99999999999997,1.0
362,218700.0,7.485266364774906,2.330040273929149,0.7820743170311878,0.06148170307278633,0.18852130323648453,0.01935926079750061,9.7,0.0,0.0,1.752056405981282e-24,0.03424871328586141,0.9657512867115253,1.8141900819468605e-24,0.0,194.99999999999997,1.0
363,219300.0,7.4909534161224185,2.6961945960772997,1.4162697405532023,0.05777542665600777,0.11869893223047256,0.002399548888206482,9.7,0.0,0.0,4.001770663101553e-27,0.06908919041101687,0.9309108095891044,4.2987691429467876e-27,0.0,194.99999999999997,1.0
364,219900.0,7.502297673075803,2.1525600140080727,0.8593911429183065,0.05777542665600777,0.152088925242424,0.0009697973728179932,9.7,0.0,0.0,1.1325513130233998e-23,0.020344927718540344,0.9796550722748029,1.1560715042207754e-23,0.0,194.99999999999997,1.0
365,220500.0,7.506229435568948,1.755448944314449,0.0,0.05777542665600777,0.15975695848464966,0.0,9.7,0.0,0.0,3.148306282315311e-25,0.04945721568419186,0.9505427843169029,3.3121142301600816e-25,0.0,194.99999999999997,1.0
366,221100.0,7.448702825006095,0.41215000039916744,0.3177608416841843,0.12440257519483566,0.32182320952415466,0.0018062591552734375,9.8,0.05,0.0,1.1295730862792845e-25,0.0463281598971311,0.9536718401035275,1.184446304040473e-25,0.0,194.99999999999997,1.0
367,221700.0,7.201940396959298,3.047809390864336,0.0,0.22885584831237793,0.08202230930328369,0.0,10.95,0.15,0.0,5.997448092040527e-24,0.04165102939486593,0.9583489706003667,6.258104590311306e-24,0.0,194.99999999999997,1.0
368,222300.0,7.242330663345778,3.389374625207594,0.0,0.22885584831237793,0.18779155611991882,0.0029383599758148193,12.95,0.1,0.0,1.4595283096482735e-23,0.0685900689269931,0.9314099310656402,1.5670096065830413e-23,0.0,194.99999999999997,1.0
369,222900.0,7.373460091020776,3.7909079122196148,0.3898394893639946,0.22885584831237793,0.18779155611991882,0.0029383599758148193,14.2,0.15,0.0,2.7544747027831804e-24,0.13174064162894916,0.8682593583679563,3.172410036509736e-24,0.0,194.99999999999997,1.0
370,223500.0,7.367974446734931,3.845702741127775,0.0,0.22885584831237793,0.1615108847618103,0.011072397232055664,13.8,0.15,0.0,1.1159094145985264e-25,0.04946177881628451,0.9505382211843708,1.1739763743607585e-25,0.0,194.99999999999997,1.0
371,224100.0,7.205032820837509,3.351344340756331,0.0,0.22544178366661072,0.11277464032173157,0.0,11.7,0.1,0.0,3.997601650444239e-25,0.13116705238056078,0.8688329476182736,4.601116545359196e-25,0.0,194.99999999999997,1.0
372,224700.0,7.343685620185942,3.091938362063352,0.0,0.103150375187397,0.11277464032173157,0.003514230251312256,9.85,0.0,0.0,3.458076962573154e-26,0.05196460954917674,0.9480353904511722,3.647624337023747e-26,0.0,194.99999999999997,1.0
373,225300.0,7.392529104753189,3.1278337568182826,0.6715649149905154,0.103150375187397,0.07744540274143219,0.016436845064163208,9.75,0.0,0.0,1.98670557907821e-24,0.029435927197567043,0.9705640727996668,2.0469597368727628e-24,0.0,194.99999999999997,1.0
374,225900.0,7.429769887066935,2.5560987433397564,0.830034892568221,0.08810221403837204,0.04656873643398285,0.015482276678085327,9.7,0.0,0.0,4.9570853806119224e-29,0.026671808829060104,0.9733281911709374,5.092922845112845e-29,0.0,194.99999999999997,1.0
375,226500.0,7.226564902663684,3.2803242512893864,1.4682947908721897,0.1913086473941803,0.08566821366548538,0.01026540994644165,10.1,0.0,0.0,1.7667223917890218e-23,0.026533962185763607,0.9734660378059593,1.8148783040948442e-23,0.0,194.99999999999997,1.0
376,227100.0,7.1300162913692855,3.3666395816733,1.3432152267822033,0.1926032155752182,0.16283801198005676,0.005285903811454773,11.85,0.0,0.0,1.0184932431798585e-23,0.049766590524508034,0.9502334094692516,1.0718348071424486e-23,0.0,194.99999999999997,1.0
377,227700.0,7.290531625521294,3.7121341771288296,0.0,0.19276151061058044,0.16283801198005676,0.0,13.25,0.1,0.0,5.172032137093896e-24,0.033825400366162085,0.9661745996383005,5.353102988864287e-24,0.0,194.99999999999997,1.0
